ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,Date,Genome_coverage,Assembly_method,Sequencing_technology,Assembly_type,Assembly_level,scaffold_N50,scaffold_count,total_length,gene_count,gene_length_mean,exon_count,exon_length_mean,CDS_count,CDS_length_mean,intron_count,intron_length_mean,softmasked_percent,GC_percent
GCA_030573495.1_ASM3057349v1,1443074,Hanseniaspora nectarophila,CBS 13383,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora nectarophila,2023-07-31,237.303258223x,DISCOVAR v. r51885,Illumina HiSeq,haploid,Scaffold,53945,389,8660224,0,0,0,0,0,0,0,0,17.80,34.03
GCA_030573535.1_ASM3057353v1,331638,Hanseniaspora occidentalis var. citrica,CBS 6783,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora occidentalis,2023-07-31,94.3982017643x,DISCOVAR v. r51885,Illumina HiSeq,haploid,Scaffold,95218,376,11340894,0,0,0,0,0,0,0,0,22.14,34.95
GCA_019649515.1_ASM1964951v1,2268990,Hanseniaspora mollemarum,CBS 15034,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora mollemarum,2021-08-17,156.2x,SPAdes v. 3.11.1,Illumina NovaSeq,haploid,Scaffold,576203,48,8962907,0,0,0,0,0,0,0,0,15.71,34.82
GCA_040803975.1_ASM4080397v1,661103,Gyromitra sphaerospora,WB0618,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Gyromitra,Gyromitra sphaerospora,2024-07-22,96.96x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,179200,2136,57887148,0,0,0,0,0,0,0,0,12.58,47.21
GCA_030573455.1_ASM3057345v1,332229,Hanseniaspora pseudoguilliermondii,CBS 8772,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora pseudoguilliermondii,2023-07-31,76.2499751287x,DISCOVAR v. r51885,Illumina HiSeq,haploid,Scaffold,217133,171,8795275,0,0,0,0,0,0,0,0,16.83,34.53
GCA_030573575.1_ASM3057357v1,1888986,Hanseniaspora sp. CRUB 1602,CRUB 1602;ZIM 2538,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora sp. CRUB 1602,2023-07-31,36.3586606425x,DISCOVAR v. r51885,Illumina HiSeq,haploid,Scaffold,160257,229,9447694,0,0,0,0,0,0,0,0,32.45,26.99
GCA_030565715.1_ASM3056571v1,572238,Hanseniaspora singularis (nom. inval.),NRRL Y-63757,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora singularis (nom. inval.),2023-07-31,80.0871697085x,DISCOVAR v. r51885,Illumina HiSeq,haploid,Scaffold,129173,294,8883820,0,0,0,0,0,0,0,0,31.45,26.17
GCA_030580555.1_ASM3058055v1,1443073,Hanseniaspora taiwanica (nom. inval.),CBS 11434,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora taiwanica (nom. inval.),2023-07-31,151.949835067x,SPADES v. 3.7,Illumina HiSeq,haploid,Scaffold,139964,412,10019776,0,0,0,0,0,0,0,0,24.10,32.96
GCF_000149555.1_ASM14955v1,334819,Fusarium verticillioides 7600,7600,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium verticillioides,2011-07-06,,,,haploid,Chromosome,1959799,37,41844914,16286,1902.02,62909,705.45,56581,506.05,41928,77.02,6.79,48.58
GCA_030573475.1_ASM3057347v1,689838,Hanseniaspora thailandica (nom. inval.),ZIM 2325;ST-464,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora thailandica (nom. inval.),2023-07-31,225.672776884x,DISCOVAR v. r51885,Illumina HiSeq,haploid,Scaffold,102086,388,8992097,0,0,0,0,0,0,0,0,14.44,34.48
GCA_000585475.3_FQ_Hvineae_v3,56409,Hanseniaspora vineae,T02/19AF,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora vineae,2018-11-05,211.0x,MaSuRCA v. 2.2.1,Illumina HiSeq,haploid,Scaffold,261296,87,11338948,0,0,0,0,0,0,0,0,19.35,37.38
GCF_025201335.1_Gilper1,101096,Gilbertella persicaria,CBS 190.32,Mucoromycota,,Mucoromycetes,,Mucorales,Choanephoraceae,Gilbertella,Gilbertella persicaria,2022-09-14,214x,Falcon v. 0.4.2,PacBio,haploid,Contig,,,25732466,11124,1492.31,44409,332.53,43113,303.39,33284,55.09,16.56,37.07
GCA_022605425.2_FIOER33_v3,1176355,Hamiltosporidium tvaerminnensis,FI-OER-3-3,Microsporidia,,,,,Dubosqiidae,Hamiltosporidium,Hamiltosporidium tvaerminnensis,2023-08-22,1240.0x,canu v. 2.1.1; nextDenovo v. 2.5.0; nextPolish v. 1.4.1; Medaka v. 1.7.2; Pilon v. 1.24,Oxford Nanopore MinION; PacBio; Illumina HiSeq,haploid,Chromosome,1444059,17,21638905,3624,1391.79,3743,1342.90,3684,1101.41,97,681.07,40.82,26.60
GCA_037102615.1_ASM3710261v1,29833,Hanseniaspora uvarum,HU-10,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora uvarum,2023-12-26,298.3x,MaSuRCA v. 3.2.6,Illumina MiSeq; Oxford Nanopore MiniION,haploid,Contig,,,9126372,4326,1548.94,0,0,4508,1470.84,0,0,18.51,32.10
GCA_040256855.1_ASM4025685v1,3081051,Hanseniaspora menglaensis,CBS 16921,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora menglaensis,2024-06-20,260.0x,Canu v. 2.2; NextPolish v. 1.4.1,Oxford Nanopore MinION; Illumina HiSeq,haploid,Complete Genome,1490982,8,9558054,4445,1530.49,4853,1413.73,4665,1465.05,318,261.75,24.94,30.34
GCA_001749795.1_ASM174979v1,211096,Hanseniaspora opuntiae,AWRI3578,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora opuntiae,2016-09-27,60.0x,MIRA v. 4.0.2,Illumina,haploid,Scaffold,1277918,17,8831957,4167,1555.92,4345,1479.88,4345,1479.88,178,300.13,13.74,34.68
GCA_006538405.1_Dp_01,767359,Hansfordia pulvinata,414-3,Ascomycota,,Sordariomycetes,,Xylariales,,Hansfordia,Hansfordia pulvinata,2019-05-24,93x,SOAPdenovo v. 2.04,Illumina HiSeq 2000; PacBio,haploid,Contig,,,46845581,0,0,0,0,0,0,0,0,16.67,57.59
GCA_014183025.1_ASM1418302v1,483707,Harringtonia lauricola,RL4,Ascomycota,,Sordariomycetes,,Ophiostomatales,Ophiostomataceae,Harringtonia,Harringtonia lauricola,2020-08-13,150.0x,AllPaths v. 48777; CLC Genomics Workbench v. 5.0.1,Illumina HiSeq; IonTorrent,haploid,Scaffold,3109663,169,34626204,0,0,0,0,0,0,0,0,15.52,54.83
GCA_014183095.1_ASM1418309v1,1914773,Harringtonia aguacate,PL1004,Ascomycota,,Sordariomycetes,,Ophiostomatales,Ophiostomataceae,Harringtonia,Harringtonia aguacate,2020-08-13,150.0x,AllPaths v. 48777; CLC Genomics Workbench v. 5.0.1,Illumina HiSeq; IonTorrent,haploid,Scaffold,458793,368,36145224,0,0,0,0,0,0,0,0,17.21,56.71
GCF_000143105.1_Sanger-454-IlluminaPA_2.0,655863,Grosmannia clavigera kw1407,kw1407,Ascomycota,,Sordariomycetes,,Ophiostomatales,Ophiostomataceae,Leptographium,Leptographium clavigerum,2011-01-31,64x,,Sanger; 454; Illumina,haploid,Scaffold,1996734,289,29794006,8312,1866.27,23727,574.04,23727,574.04,15415,122.76,13.60,52.17
GCA_001747045.1_ASM174704v1,56408,Hanseniaspora osmophila,AWRI3579,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora osmophila,2016-09-27,60.0x,MIRA v. 4.0.2,Illumina,haploid,Scaffold,1273072,17,11458415,4657,1668.81,4822,1600.83,4822,1600.83,165,317.85,19.56,36.70
GCA_002917075.1_HLIG_V1.0,431200,Hawksworthiomyces lignivorus,CBS 119148,Ascomycota,,Sordariomycetes,,Ophiostomatales,Ophiostomataceae,Hawksworthiomyces,Hawksworthiomyces lignivorus,2018-02-05,42.0x,SPAdes v. 3.10.0,Illumina HiSeq,haploid,Scaffold,383563,213,43817023,0,0,0,0,0,0,0,0,12.48,51.27
GCA_004325065.1_BEOM2_v1,148818,Hamiltosporidium magnivora,BE-OM-2,Microsporidia,,,,,Dubosqiidae,Hamiltosporidium,Hamiltosporidium magnivora,2019-03-05,25.87x,Ray v. AUGUST-2017,Illumina,haploid,Contig,,,20734143,4658,1179.80,6548,749.57,6548,749.57,1890,310.76,41.61,25.80
GCA_037952705.1_ASM3795270v1,1293533,Haplographium delicatum,CBS 482.67,Ascomycota,,Leotiomycetes,,Helotiales,Hyaloscyphaceae,Haplographium,Haplographium delicatum,2024-04-03,37x,SPAdes v. 3.15.2,Illumina NextSeq,haploid,Scaffold,123327,17551,52703543,0,0,0,0,0,0,0,0,9.30,44.55
GCA_023646125.1_KEW_Gehr,1301418,Gyalolechia ehrenbergii,LIQ76CEHR,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Gyalolechia,Gyalolechia ehrenbergii,2022-06-02,95x,"MetaSPAdes v. 3.15.1, MEGAHIT v. 1.2.9, redundans v. 0.14a",Illumina NovaSeq,haploid,Contig,,,39667341,8095,1730.17,22759,543.90,22714,544.77,14664,110.96,34.42,37.92
GCA_001664025.1_Hanva1_1,766949,Hanseniaspora valbyensis NRRL Y-1626,NRRL Y-1626,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora valbyensis,2016-06-17,53x,Newbler v. 2.5,454; Illumina,haploid,Scaffold,332595,647,11464036,4869,1540.70,5820,1217.11,5676,1118.92,951,439.65,27.86,22.57
GCA_038091155.1_MICH254595-Tylopilus-chromapes,1325514,Harrya chromipes,MICH254595,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Harrya,Harrya chromipes,2024-04-12,179.99582556302965x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,12428,13203,47367507,0,0,0,0,0,0,0,0,16.63,50.24
GCA_030557635.1_ASM3055763v1,1435455,Hemisphaericaspora nanyangensis (nom. inval.),CBS 13020,Ascomycota,,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,,Hemisphaericaspora nanyangensis (nom. inval.),2023-07-31,204.772705437x,SPADES v. 3.7,Illumina HiSeq,haploid,Scaffold,380365,229,14862176,0,0,0,0,0,0,0,0,16.54,34.59
GCA_025399215.1_Glopol1,382532,Globomyces pollinis-pini,Arg68,Chytridiomycota,,Chytridiomycetes,,Rhizophydiales,Globomycetaceae,Globomyces,Globomyces pollinis-pini,2022-09-23,163x,AllPathsLG v. R49403,Illumina,haploid,Scaffold,50517,1155,21646612,11680,1450.26,53341,286.61,51663,263.21,41661,39.63,12.76,34.98
GCA_022560085.1_ASM2256008v1,58128,Helminthosporium solani,CBS 640.85,Ascomycota,,Dothideomycetes,,Pleosporales,Massarinaceae,Helminthosporium,Helminthosporium solani,2022-03-14,163.6x,SPAdes v. 3.12.0,Illumina NovaSeq,haploid,Scaffold,101758,3410,35635578,0,0,0,0,0,0,0,0,11.16,48.49
GCA_001692915.1_Glonium_stellatum_CBS_207.34_v1.0,574774,Glonium stellatum,CBS 207.34,Ascomycota,,Dothideomycetes,,,Gloniaceae,Glonium,Glonium stellatum,2016-07-26,53.53x,Velvet v. 1.1,Illumina,haploid,Scaffold,30704,2730,40521621,14329,1625.90,44919,459.32,43770,416.38,30575,87.22,5.21,48.01
GCA_038094615.1_BD623-Heimioporus,3079028,Heimioporus aff. retisporus,UT-M0002027,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Heimioporus,Heimioporus aff. retisporus,2024-04-12,27.624020539955357x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,9005,31624,62036343,0,0,0,0,0,0,0,0,12.40,49.32
GCA_038089535.1_NY817393-Hemileccinum-rubropunctus,121042,Hemileccinum rubropunctum,NY817393,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Hemileccinum,Hemileccinum rubropunctum,2024-04-12,51.6628365972826x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,47061,4249,42869248,0,0,0,0,0,0,0,0,21.38,48.34
GCA_009733715.1_ASM973371v1,1749284,Herpomyces periplanetae,D. Haelew. 1187d,Ascomycota,,Laboulbeniomycetes,,Herpomycetales,Herpomycetaceae,Herpomyces,Herpomyces periplanetae,2019-12-06,7.0x,SPAdes v. 3.10.1,Illumina HiSeq,haploid,Scaffold,95243,633,14996527,0,0,0,0,0,0,0,0,9.73,40.22
GCA_002087885.1_ASM208788v1,1081669,Hepatospora eriocheir,GB1,Microsporidia,,,,,Hepatosporidae,Hepatospora,Hepatospora eriocheir,2017-04-12,4478.0x,Velvet v. 0.5,Illumina HiSeq,haploid,Scaffold,16672,1300,4570278,2691,702.88,2691,702.88,2691,702.88,0,0,37.83,22.44
GCA_029293275.1_ASM2929327v1,1933427,Herpotrichiellaceae sp.,CTeuk-1634,Ascomycota,,Eurotiomycetes,,Chaetothyriales,Herpotrichiellaceae,,Herpotrichiellaceae sp.,2023-03-20,10.1077x,SPAdes v. 3.15.2,Illumina,haploid,Scaffold,4079,557,2533336,0,0,0,0,0,0,0,0,2.18,51.40
GCA_006506795.2_HeCS-4_2.0,91752,Hericium erinaceus,CS-4,Basidiomycota,,Agaricomycetes,,Russulales,Hericiaceae,Hericium,Hericium erinaceus,2020-02-12,750.0x,FALCON v. 0.7.0,PacBio RSII,haploid,Chromosome,3208415,45,41205484,0,0,0,0,0,0,0,0,9.56,52.42
GCA_002554605.1_Helotiales_sp._F229_1.0,1967635,Helotiales sp. F229,F229,Ascomycota,,Leotiomycetes,,Helotiales,,,Helotiales sp. F229,2017-10-13,75.6x,HGAP: SMRT Analysis Software v. v2.3.0,PacBio,haploid,Contig,,,85086475,0,0,0,0,0,0,0,0,29.49,39.19
GCA_003675405.1_ASM367540v1,100756,Hericium coralloides,tvtc0002,Basidiomycota,,Agaricomycetes,,Russulales,Hericiaceae,Hericium,Hericium coralloides,2018-10-23,220.0x,FALCON v. 0.2.2,Illumina MiSeq; PacBio,haploid,Contig,,,55905675,0,0,0,0,0,0,0,0,9.95,53.84
GCA_033439255.1_ASM3343925v1,2320235,Hericium rajendrae,NPCB A08,Basidiomycota,,Agaricomycetes,,Russulales,Hericiaceae,Hericium,Hericium rajendrae,2023-11-09,118.0x,Racon v. 1.4.11; Pilon v. 1.23,Illumina NovaSeq; Oxford Nanopore PromethION,haploid,Chromosome,3238877,19,46767965,0,0,0,0,0,0,0,0,10.91,52.57
GCA_000315175.1_Herpo1.0,1240657,Herpotrichiellaceae sp. UM238,UM238,Ascomycota,,Eurotiomycetes,,Chaetothyriales,Herpotrichiellaceae,,Herpotrichiellaceae sp. UM238,2012-11-26,100.0x,Velvet v. 1.1.07,Illumina GAIIx,haploid,Contig,,,28364325,0,0,0,0,0,0,0,0,5.01,49.83
GCA_001457955.1_BM42NG,13563,Heterobasidion annosum,,Basidiomycota,,Agaricomycetes,,Russulales,Bondarzewiaceae,Heterobasidion,Heterobasidion annosum,2015-11-03,20x,,,haploid,Scaffold,2330625,14,27988318,0,0,0,0,0,0,0,0,8.37,52.62
GCF_000315915.1_ASM31591v1,1071380,Henningerozyma blattae CBS 6284,type strain:CBS 6284,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Henningerozyma,Henningerozyma blattae,2012-05-11,,,,haploid,Chromosome,1449145,10,14048593,5725,1542.48,5964,1475.06,5556,1576.98,239,139.96,23.92,31.73
GCA_038090495.1_NY1115402-Heimioporus-retisporus,73896,Heimioporus retisporus,NY1115402,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Heimioporus,Heimioporus retisporus,2024-04-12,52.69706265641825x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,3455,67767,79169885,0,0,0,0,0,0,0,0,11.94,49.96
GCA_038094715.1_BAKO2-Heimioporus-punctisporus,3095478,Heimioporus punctisporus,UT-M0002080,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Heimioporus,Heimioporus punctisporus,2024-04-12,76.36008766966332x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,1632,96976,76826571,0,0,0,0,0,0,0,0,17.46,46.46
GCA_002994785.1_ASM299478v1,207832,Heterobasidion parviporum,96026,Basidiomycota,,Agaricomycetes,,Russulales,Bondarzewiaceae,Heterobasidion,Heterobasidion parviporum,2018-03-13,80.0x,Celera Assembler v. 8.3,PacBio,haploid,Scaffold,630588,287,37757905,0,0,0,0,0,0,0,0,14.31,52.97
GCA_039111635.1_PFC_Hocc_1.0,942053,Heterobasidion occidentale,DAOMC252864,Basidiomycota,,Agaricomycetes,,Russulales,Bondarzewiaceae,Heterobasidion,Heterobasidion occidentale,2024-05-02,41.6x,FALCON-Unzip v. 2020,Illumina; PacBio,haploid,Scaffold,2940665,160,45208408,0,0,0,0,0,0,0,0,17.39,52.81
GCA_038090055.1_NY2449668-Hemileccinum-hortonii,2909834,Hemileccinum hortonii,NY2449668,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Hemileccinum,Hemileccinum hortonii,2024-04-12,31.75882700361352x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,2206,64673,64019119,0,0,0,0,0,0,0,0,20.63,48.60
GCA_000472125.2_Hirsutella_thompsonii_MTCC6686,1303645,Hirsutella thompsonii MTCC6686,MTCC6686,Ascomycota,,Sordariomycetes,,Hypocreales,Ophiocordycipitaceae,Hirsutella,Hirsutella thompsonii,2013-09-30,137.0x,CLC NGS Cell v. wb 6,Illumina,haploid,Contig,,,35174903,0,0,0,0,0,0,0,0,11.54,52.38
GCA_910574455.1_TF100210M3,2008363,Hirschioporus fuscoviolaceus,,Basidiomycota,,Agaricomycetes,,Hymenochaetales,Hirschioporaceae,Hirschioporus,Hirschioporus fuscoviolaceus,2022-09-22,45x,,,haploid,Scaffold,5547787,12,59093390,0,0,0,0,0,0,0,0,14.62,48.50
GCA_025201375.1_Gonbut1,101105,Gongronella butleri,CBS 227.36,Mucoromycota,,Mucoromycetes,,Mucorales,Cunninghamellaceae,Gongronella,Gongronella butleri,2022-09-14,150.81x,Falcon v. 0.4.2,PacBio,haploid,Contig,,,33012461,11114,1750.90,48833,325.25,48102,291.48,37719,94.82,23.90,48.39
GCA_001599935.1_JCM_1743_assembly_v001,71782,Holtermannia corniformis,JCM 1743,Basidiomycota,,Tremellomycetes,,Holtermanniales,,Holtermannia,Holtermannia corniformis,2016-03-01,288x,ALLPATHS-LG v. 52155,HiSeq 2500,haploid,Scaffold,584093,129,20721755,0,0,0,0,0,0,0,0,7.72,55.24
GCA_001600035.1_JCM_11471_assembly_v001,104675,Holtermanniella nyarrowii,JCM 11471,Basidiomycota,,Tremellomycetes,,Holtermanniales,,Holtermanniella,Holtermanniella nyarrowii,2016-03-01,309x,ALLPATHS-LG v. 52155,HiSeq 2500,haploid,Scaffold,1099351,33,17735411,0,0,0,0,0,0,0,0,7.87,52.67
GCA_022701445.1_ASM2270144v1,2907238,Hortaea sp. C3G1500-4,C3G1500-4,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Teratosphaeriaceae,Hortaea,Hortaea sp. C3G1500-4,2022-03-28,251.0x,SOAPdenovo v. 2.04251,PacBio RSII,haploid,Scaffold,1181256,42,27806316,0,0,0,0,0,0,0,0,8.76,52.84
GCA_000235945.1_HOMPOL_1.0,166479,Homolaphlyctis polyrhiza JEL 142,JEL142,Chytridiomycota,,Chytridiomycetes,,Rhizophydiales,,Homolaphlyctis,Homolaphlyctis polyrhiza,2011-11-22,11x,Newbler v. 2.3,454 GS-FLX Titanium,haploid,Scaffold,37784,11986,26111666,0,0,0,0,0,0,0,0,15.41,49.32
GCA_000320605.2_Ceriporiopsis_subvermispora_B_v1.0,914234,Gelatoporia subvermispora B,B,Basidiomycota,,Agaricomycetes,,Polyporales,Gelatoporiaceae,Gelatoporia,Gelatoporia subvermispora,2013-02-12,56.6x,Newbler assembler v. 2.4pre (091202_1007),454; Sanger,haploid,Scaffold,1749049,740,38969650,12313,1967.13,80957,240.12,73970,209.64,68638,69.91,5.21,52.25
GCA_002760635.1_GanSi1.6,1077348,Ganoderma sinense ZZ0214-1,ZZ0214-1,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Ganoderma,Ganoderma sinense,2017-11-07,500.0x,Celera Assembler v. 6.1,454; Illumina HiSeq,haploid,Scaffold,2256307,69,48955697,15478,1668.85,82725,245.70,82724,245.67,67247,81.86,9.09,55.59
GCA_037044905.1_ASM3704490v1,91943,Hortaea werneckii,M-3,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Teratosphaeriaceae,Hortaea,Hortaea werneckii,2024-03-06,100.0x,Canu v. 2.0; Pilon v. 1.4.13,Oxford Nanopore; Illumina NovaSeq,haploid,Contig,,,38167921,0,0,0,0,0,0,0,0,9.13,53.06
GCA_000769265.1_ASM76926v1,857340,Hapsidospora chrysogenum ATCC 11550,ATCC 11550,Ascomycota,,Sordariomycetes,,Hypocreales,Bionectriaceae,Hapsidospora,Hapsidospora chrysogena,2014-08-15,137.0x,Velvet v. 1.2.10,Illumina HiSeq,haploid,Scaffold,166906,541,28590524,9050,1604.11,23673,555.43,23515,558.21,14623,93.59,12.01,55.19
GCA_030705205.1_ASM3070520v1,588727,Huiozyma sinensis,NRRL Y-27222,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Huiozyma,Huiozyma sinensis,2023-08-09,147.46x,SPADES v. 3.7,Illumina HiSeq,haploid,Scaffold,94414,610,11763869,0,0,0,0,0,0,0,0,7.44,46.25
GCA_027604505.1_ASM2760450v1,2725673,Gonapodya sp. JEL0774,JEL0774,Chytridiomycota,,Monoblepharidomycetes,,Monoblepharidales,Gonapodyaceae,Gonapodya,Gonapodya sp. JEL0774,2023-01-09,25.2x,SPAdes v. 3.11.0; AAFTF v. 0.2.3; Pilon v. 1.22,Illumina NovaSeq,haploid,Scaffold,71677,4236,35595249,10112,2026.84,55622,267.48,55544,267.75,45510,123.44,7.10,51.08
GCA_025685495.1_FABI_Habs_1,2185136,Huntiella abstrusa,CMW 21092,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Huntiella,Huntiella abstrusa,2022-10-13,30.9x,Flye v. 2.8.1,PacBio RSII; Illumina HiSeq,haploid,Scaffold,420278,286,29426718,0,0,0,0,0,0,0,0,8.67,48.52
GCA_002018275.1_ASM201827v1,1580854,Huntiella bhutanensis,CMW 8217,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Huntiella,Huntiella bhutanensis,2017-03-03,126.59x,CLC Genomics Workbench v. 2016; SSPACE v. 2016; GapFiller v. 2016,Illumina GAIIx,haploid,Scaffold,206422,448,26695738,0,0,0,0,0,0,0,0,8.57,47.98
GCA_015852425.1_UCR_Mcyst1230_1.0,979690,Gryganskiella cystojenkinii,1230,Mucoromycota,,Mortierellomycetes,,Mortierellales,Mortierellaceae,Gryganskiella,Gryganskiella cystojenkinii,2020-12-08,14.0x,SPAdes v. 3.13.1; AAFTF v. 0.2.3,Illumina HiSeq,haploid,Scaffold,37152,3044,42943035,12210,1999.30,43962,441.25,43831,442.34,31752,157.88,15.55,47.51
GCA_027744815.1_ASM2774481v1,2491030,Huntiella fecunda,CMW49301,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Huntiella,Huntiella fecunda,2023-01-12,144x,SPAdes v. 3.13.0,Illumina HiSeq,haploid,Scaffold,320262,344,25027237,0,0,0,0,0,0,0,0,8.30,47.81
GCA_003032515.1_ASM303251v1,1580858,Huntiella decipiens,CMW30855,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Huntiella,Huntiella decipiens,2018-04-04,120.0x,CLC Genomics Workbench v. 7.5.1; SSPACE v. 2.0; GapFiller v. 2.2.1,Illumina GAIIx,haploid,Scaffold,194727,622,26626632,0,0,0,0,0,0,0,0,7.97,47.99
GCA_000712465.1_CMo_1.0,1580861,Huntiella moniliformis,CBS 118127,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Huntiella,Huntiella moniliformis,2014-06-26,38.0x,ABySS v. 1.3.7,Illumina GAIIx,haploid,Scaffold,194526,365,25429610,0,0,0,0,0,0,0,0,7.54,47.78
GCA_038090935.1_MICH4999-Boletus-campestris,2614618,Hortiboletus campestris,MICH4999,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Hortiboletus,Hortiboletus campestris,2024-04-12,74.36437037037037x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,10755,30460,64738539,0,0,0,0,0,0,0,0,22.05,49.28
GCA_022496205.1_Glocon1,205761,Gloeopeniophorella convolvens,OM19405,Basidiomycota,,Agaricomycetes,,Russulales,,Gloeopeniophorella,Gloeopeniophorella convolvens,2022-03-07,157.44x,Falcon v. 0.4.2,PacBio,haploid,Contig,,,37988413,13021,1695.40,73803,247.57,71509,218.61,60776,62.62,10.40,56.36
GCA_027744755.1_ASM2774475v1,1580871,Huntiella tyalla,CMW28920,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Huntiella,Huntiella tyalla,2023-01-12,247x,SPAdes v. 3.13.0,Illumina HiSeq,haploid,Scaffold,302606,309,24874198,0,0,0,0,0,0,0,0,8.18,47.83
GCA_001483325.1_ASM148332v1,1580867,Huntiella savannae,CBS 121151,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Huntiella,Huntiella savannae,2015-12-30,22.0x,Velvet v. 1.2.10; SSPACE v. 1; Gapfiller v. 1,Illumina HiSeq,haploid,Scaffold,224745,361,28542441,0,0,0,0,0,0,0,0,7.97,48.13
GCF_000348985.1_ASM34898v1,1071383,Huiozyma naganishii CBS 8797,type strain:CBS 8797,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Huiozyma,Huiozyma naganishii,2012-09-05,,,,haploid,Chromosome,856010,13,10845821,5486,1463.99,5684,1406.43,5477,1455.41,198,188.58,6.91,45.87
GCF_000344685.1_Glotr1_1,670483,Gloeophyllum trabeum ATCC 11539,ATCC 11539,Basidiomycota,,Agaricomycetes,,Gloeophyllales,Gloeophyllaceae,Gloeophyllum,Gloeophyllum trabeum,2013-03-21,54x,Newbler v. 2.5,Sanger; 454; Illumina,haploid,Scaffold,1857171,442,37178225,11878,1745.68,71317,230.45,69518,214.52,59420,72.43,6.42,49.30
GCA_000833645.1_ASM83364v1,1580864,Huntiella omanensis,CMW 11056,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Huntiella,Huntiella omanensis,2015-02-09,9.0x,Velvet v. OCT-2014; SSpace v. OCT-2014; GapFiller v. OCT-2014,Illumina,haploid,Scaffold,41731,6542,31125221,0,0,0,0,0,0,0,0,8.64,47.66
