ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES
GCA_023091675.1_ASM2309167v1,743927,Linnemannia amoeboidea,CBS 889.72,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia amoeboidea
GCA_020744185.1_Morel_U14_1,310910,Linnemannia elongata,MPI-CAGE-AA-0104,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia elongata
GCA_016097895.1_UCR_MexiNRRL28262_1.0,604196,Linnemannia exigua,NRRL 28262,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia exigua
GCA_016097855.1_UCR_MgamAD045_1.0,64522,Linnemannia gamsii,AD045,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia gamsii
GCA_019671135.1_ASM1967113v1,64524,Linnemannia hyalina,SCG-10,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia hyalina
GCA_015502505.1_UCR_MschNRRL6426_1.0,64567,Linnemannia schmuckeri,NRRL 6426,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia schmuckeri
GCA_015847235.1_UCR_MzychaeNRRL2592_1.0,979765,Linnemannia zychae,NRRL 2592,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia zychae
GCA_003707585.2_ASM370758v2,56418,Lipomyces arxii,NRRL Y-17921,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Lipomycetaceae,Lipomyces,Lipomyces arxii
GCA_003705865.1_ASM370586v1,383834,Lipomyces doorenjongii,NRRL Y-27504,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Lipomycetaceae,Lipomyces,Lipomyces doorenjongii
GCA_003705895.1_ASM370589v1,56871,Lipomyces japonicus,NRRL Y-17848,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Lipomycetaceae,Lipomyces,Lipomyces japonicus
GCA_003705915.1_ASM370591v1,36043,Lipomyces lipofer,NRRL Y-11555,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Lipomycetaceae,Lipomyces,Lipomyces lipofer
GCA_003705845.2_ASM370584v2,56874,Lipomyces mesembrius,NRRL Y-27506,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Lipomycetaceae,Lipomyces,Lipomyces mesembrius
GCA_003707545.2_ASM370754v2,45792,Lipomyces oligophaga,NRRL Y-17247,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Lipomycetaceae,Lipomyces,Lipomyces oligophaga
GCA_003705905.1_ASM370590v1,2925319,Lipomyces sp. NRRL Y-11553,NRRL Y-11553,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Lipomycetaceae,Lipomyces,Lipomyces sp. NRRL Y-11553
GCA_018804115.1_ASM1880411v1,29829,Lipomyces starkeyi,AS 2.1560,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Lipomycetaceae,Lipomyces,Lipomyces starkeyi
GCA_009982855.1_Lizem1,1496277,Lizonia empirigonia,CBS 542.76,Ascomycota,Pezizomycotina,Dothideomycetes,,,Pseudoperisporiaceae,Lizonia,Lizonia empirigonia
GCA_022814215.1_ASM2281421v1,669869,Lobaria immixta,Werth ST12-03b,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Peltigerales,Lobariaceae,Lobaria,Lobaria immixta
GCF_002105155.1_Lobtra1,64571,Lobosporangium transversale,NRRL 3116,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Lobosporangium,Lobosporangium transversale
GCF_000149685.1_ASM14968v1,36914,Lodderomyces elongisporus,NRRL YB-4239,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Lodderomyces,Lodderomyces elongisporus
GCA_002276285.1_Lprolificans_pilon,41688,Lomentospora prolificans,JHH-5317,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Microascales,Microascaceae,Lomentospora,Lomentospora prolificans
GCA_010405375.1_Lopma1,372055,Lophiostoma macrostomum,CBS 122681,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma macrostomum
GCA_010015825.1_Lopnu1,690887,Lophiotrema nucula,CBS 627.86,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Lophiotremataceae,Lophiotrema,Lophiotrema nucula
GCA_010093605.1_Lopmy1,390894,Lophium mytilinum,CBS 269.34,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Mytilinidiales,Mytilinidiaceae,Lophium,Lophium mytilinum
GCA_022814175.1_ASM2281417v1,400354,Loxospora ochrophaea,Spribille 41460,Ascomycota,Pezizomycotina,Lecanoromycetes,Ostropomycetidae,Sarrameanales,Sarrameanaceae,Loxospora,Loxospora ochrophaea
GCA_015680635.1_UCR_MselenKOD1015_1.0,979761,Lunasporangiospora selenospora,KOD1015,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Lunasporangiospora,Lunasporangiospora selenospora
GCA_014905825.1_Lyoat1,117065,Lyophyllum atratum,CBS 144462,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Lyophyllaceae,Lyophyllum,Lyophyllum atratum
GCA_001950495.1_JCM_30590_assembly_v001,64660,Lyophyllum decastes,JCM 30590,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Lyophyllaceae,Lyophyllum,Lyophyllum decastes
GCA_018851285.1_ASM1885128v1,71895,Lyophyllum semitale,D66,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Lyophyllaceae,Lyophyllum,Lyophyllum semitale
GCA_001950515.1_JCM_30591_assembly_v001,47721,Lyophyllum shimeji,JCM 30591,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Lyophyllaceae,Lyophyllum,Lyophyllum shimeji
GCA_928852645.1_BRIP_52549_a,684617,Macalpinomyces mackinlayi,BRIP 52549 a,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Macalpinomyces,Macalpinomyces mackinlayi
GCA_011319805.1_ASM1131980v1,1491104,Macrocybe gigantea,wHADPI064398-61,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Catathelasmataceae,Macrocybe,Macrocybe gigantea
GCA_018093805.1_ASM1809380v1,2771931,Macrocybe sp. IBSDJ1,IBSDJ1,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Catathelasmataceae,Macrocybe,Macrocybe sp. IBSDJ1
GCA_001179725.1_Macrocystidia_cucumis-8,182055,Macrocystidia cucumis,,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Tricholomataceae,Macrocystidia,Macrocystidia cucumis
GCA_003315915.1_ASM331591v1,190371,Macrolepiota dolichaula,MG24,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Macrolepiota,Macrolepiota dolichaula
GCA_015584085.1_Macfu1,201230,Macrolepiota fuliginosa,MF-IS2,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Macrolepiota,Macrolepiota fuliginosa
GCA_020875535.1_ASM2087553v1,35725,Macrophomina phaseolina,mp053,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,Macrophomina phaseolina
GCA_022204955.1_ASM2220495v1,1435034,Macrophomina pseudophaseolina,WAC 2767,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,Macrophomina pseudophaseolina
GCA_024180945.1_ASM2418094v1,2811287,Macrophomina tecta,BRIP 70781,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,Macrophomina tecta
GCF_010093625.1_Macan1,301207,Macroventuria anomochaeta,CBS 525.71,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymellaceae,Macroventuria,Macroventuria anomochaeta
GCA_022530565.1_Mmyc_Sud9_pacbio_assembly,100816,Madurella mycetomatis,Mmyc_Sud9,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,,Madurella,Madurella mycetomatis
GCA_003709005.1_ASM370900v1,2051560,Magnaporthales sp. P1609,P1609,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,,,Magnaporthales sp. P1609
GCA_001936055.1_ASM193605v1,1758317,Magnaporthe sp. MG03,MG03,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Magnaporthaceae,Magnaporthe,Magnaporthe sp. MG03
GCA_001936065.1_ASM193606v1,1758316,Magnaporthe sp. MG05,MG05,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Magnaporthaceae,Magnaporthe,Magnaporthe sp. MG05
GCA_001936455.1_ASM193645v1,1758318,Magnaporthe sp. MG07,MG07,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Magnaporthaceae,Magnaporthe,Magnaporthe sp. MG07
GCA_001936555.1_ASM193655v1,1758543,Magnaporthe sp. MG08,MG08,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Magnaporthaceae,Magnaporthe,Magnaporthe sp. MG08
GCA_001936955.1_ASM193695v1,1758544,Magnaporthe sp. MG12,MG12,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Magnaporthaceae,Magnaporthe,Magnaporthe sp. MG12
GCA_003049425.1_ASM304942v1,36781,Magnaporthiopsis incrustans,M35,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Magnaporthaceae,Magnaporthiopsis,Magnaporthiopsis incrustans
GCA_000193285.1_Mag_poae_ATCC_64411_V1,148304,Magnaporthiopsis poae,ATCC 64411,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Magnaporthaceae,Magnaporthiopsis,Magnaporthiopsis poae
GCA_003049465.1_ASM304946v1,165777,Magnaporthiopsis rhizophila,M23,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Magnaporthaceae,Magnaporthiopsis,Magnaporthiopsis rhizophila
GCA_000817185.1_Sc12647,2496157,Magnusiomyces capitatus,CNRMA 12.647,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Dipodascaceae,Magnusiomyces,Magnusiomyces clavatus
GCA_003708635.2_ASM370863v2,1232584,Magnusiomyces tetraspermus,NRRL Y-7288,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Dipodascaceae,Magnusiomyces,Magnusiomyces tetraspermus
GCA_900497725.1_magCapA,1095183,MagnusiomycescapitatusNRRLY-17686,,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Dipodascaceae,Magnusiomyces,Magnusiomyces capitatus
GCA_900497715.1_magIngA,44077,MagnusiomycesingensNRRLY-17630,,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Dipodascaceae,Magnusiomyces,Magnusiomyces ingens
GCA_020085095.1_MALK,1514897,Malassezia arunalokei,NCCPF 127130,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia arunalokei
GCA_001264625.1_ASM126462v1,1381934,Malassezia caprae,CBS 10434,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia caprae
GCA_001264635.1_ASM126463v1,948313,Malassezia cuniculi,CBS 11721,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia cuniculi
GCA_001600775.1_JCM_11348_assembly_v001,169489,Malassezia dermatis,JCM 11348,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia dermatis
GCA_001264685.1_ASM126468v1,1381935,Malassezia equina,CBS 9969,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia equina
GCA_009938135.1_ASM993813v1,55194,Malassezia furfur,CBS14141,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia furfur
GCF_000181695.1_ASM18169v1,76773,Malassezia globosa,CBS 7966,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia globosa
GCA_001600795.1_JCM_11963_assembly_v001,223818,Malassezia japonica,JCM 11963,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia japonica
GCA_001600835.1_JCM_12085_assembly_v001,180528,Malassezia nana,JCM 12085,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia nana
GCA_001264985.1_ASM126498v1,76774,Malassezia obtusa,CBS 7876,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia obtusa
GCF_001278385.1_MalaPachy,77020,Malassezia pachydermatis,CBS 1879,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia pachydermatis
GCF_003290485.1_ASM329048v1,76775,Malassezia restricta,KCTC 27527,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia restricta
GCA_010577765.1_ASM1057776v1,76776,Malassezia slooffiae,CBS 7956,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia slooffiae
GCA_004026415.1_ASM402641v1,2011732,Malassezia sp.,S2_018_000R1,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia sp.
GCF_000349305.1_ASM34930v2,76777,Malassezia sympodialis,ATCC 42132,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia sympodialis
GCA_002818225.1_ASM281822v1,2020962,Malassezia vespertilionis,NWHC:44797-103,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia vespertilionis
GCA_001264885.1_ASM126488v1,253288,Malassezia yamatoensis,MY9725,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia yamatoensis
GCA_018606675.1_ASM1860667v1,2065442,Malasseziomycetes sp.,bin8,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,,,,Malasseziomycetes sp.
GCA_900128795.2_FCH_10_5,5041,Malbranchea cinnamomea,,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,,Malbranchea,Malbranchea cinnamomea
GCA_014904975.1_Marfi1,1328755,Marasmius fiardii,PR-910,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Marasmiaceae,Marasmius,Marasmius fiardii
GCF_018924745.1_UU_Maror_2,181124,Marasmius oreades,03SP1,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Marasmiaceae,Marasmius,Marasmius oreades
GCA_007644065.1_ASM764406v1,359797,Margaritispora aquatica,NNIBRFG339,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,,Margaritispora,Margaritispora aquatica
GCA_930272665.1_Mariannaea_elegans_NBRC102301_genome,509241,Mariannaea elegans,NBRC102301,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Mariannaea,Mariannaea elegans
GCA_024336345.1_MarPMI226,1896173,Mariannaea sp. PMI_226,PMI_226,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Mariannaea,Mariannaea sp. PMI_226
GCA_002204255.1_ASM220425v1,503106,Marssonina coronariae,NL1,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Dermateaceae,Marssonina,Marssonina coronariae
GCA_003705535.2_ASM370553v2,324742,Martiniozyma abietophila,NRRL Y-11514,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Martiniozyma,Martiniozyma abiesophila
GCA_010093635.1_Maseb1,45293,Massarina eburnea,CBS 473.64,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Massarinaceae,Massarina,Massarina eburnea
GCA_011032825.1_Masph1,100035,Massariosphaeria phaeospora,CBS 611.86,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,,Massariosphaeria,Massariosphaeria phaeospora
GCA_022478985.1_UCR_MCPNR19_1.0,348617,Massospora cicadina,MCPNR19,Zoopagomycota,Entomophthoromycotina,Entomophthoromycetes,,Entomophthorales,Entomophthoraceae,Massospora,Massospora cicadina
GCA_006912095.1_Mplat_NP02_megahit,2213018,Massospora platypediae,,Zoopagomycota,Entomophthoromycotina,Entomophthoromycetes,,Entomophthorales,Entomophthoraceae,Massospora,Massospora platypediae
GCA_003313965.1_ASM331396v1,527531,Megacollybia marginata,MG68,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Porotheleaceae,Megacollybia,Megacollybia marginata
GCA_900068915.1_Megacollybia_platyphylla-8,182000,Megacollybia platyphylla,,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Porotheleaceae,Megacollybia,Megacollybia platyphylla
GCF_003144205.1_Meimi1,1280837,Meira miltonrushii,MCA 3882,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Exobasidiales,Brachybasidiaceae,Meira,Meira miltonrushii
GCA_001600355.1_JCM_18503_assembly_v001,286112,Meira nashicola,JCM 18503,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Exobasidiales,Brachybasidiaceae,Meira,Meira nashicola
GCA_002157025.1_ASM215702v1,526922,Melampsora abietis-canadensis,MEA09CAP01,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora abietis-canadensis
GCA_002157015.1_ASM215701v1,526923,Melampsora aecidioides,Ma07VIC01,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora aecidioides
GCA_002157005.1_ASM215700v1,242475,Melampsora allii-populina,Mlp06GRE05,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora allii-populina
GCA_022264835.1_Melame1,2182807,Melampsora americana,R15-033-03,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora americana
GCF_000204055.1_v1.0,203908,Melampsora larici-populina,98AG31,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora larici-populina
GCA_002157035.1_ASM215703v1,258770,Melampsora medusae f. sp. deltoidis,Mmd05TRE539,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora medusae
GCA_002157085.1_ASM215708v1,82102,Melampsora occidentalis,Mo05Ca05,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora occidentalis
GCA_000464645.1_Mel_pini_1.0,526925,Melampsora pinitorqua,Mpini7,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora pinitorqua
GCA_019775565.1_ASM1977556v1,2756246,Melanodothis sp. VS III C KN 2,VS III C KN 2
GCA_019775635.1_ASM1977563v1,2756247,Melanodothis sp. VS III D KN 1,VS III D KN 1
GCA_014904935.1_Melbro1,2655010,Melanogaster broomeanus,MBLB.BST,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Melanogastraceae,Melanogaster,Melanogaster broomeanus
GCA_010093585.1_Melpu1,100047,Melanomma pulvis-pyrius,CBS 109.77,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Melanommataceae,Melanomma,Melanomma pulvis-pyrius
GCA_001599555.1_JCM_22618_assembly_v001,80383,Memnoniella echinata,JCM 22618,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Stachybotryaceae,Memnoniella,Memnoniella echinata
GCA_023677585.1_FABI_Cmer_v1,2320247,Meredithiella fracta,CBS 142645,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Microascales,Ceratocystidaceae,Meredithiella,Meredithiella fracta
GCF_000187405.1_MetAcr_May2010,92637,Metarhizium acridum,CQMa 102,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium acridum
GCF_000804445.1_MAM_1.0_for_version_1_of_the_Metarhizium_album_genome,92629,Metarhizium album,ARSEF 1941,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium album
GCA_013305495.1_ASM1330549v1,5530,Metarhizium anisopliae,JEF-290,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae
GCF_000814965.1_MBR_1.0,500148,Metarhizium brunneum,ARSEF 3297,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium brunneum
GCA_000814955.1_MGU_1.0,169041,Metarhizium guizhouense,ARSEF 977,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium guizhouense
GCA_020102295.1_ASM2010229v1,2596975,Metarhizium humberi,ESALQ1638,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium humberi
GCA_001636745.1_NOR_1.0,1649241,Metarhizium rileyi,RCEF 4871,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium rileyi
GCF_000187425.2_MAA_2.0,568076,Metarhizium robertsii,ARSEF 23,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium robertsii
GCA_003600395.1_ASM360039v1,2248764,Metchnikovella incurvata,LNA5,Microsporidia,,,,,Metchnikovellidae,Metchnikovella,Metchnikovella incurvata
GCA_002370615.1_ASM237061v1,353897,Metschnikowia aberdeeniae,SUB 05-213.1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia aberdeeniae
GCA_004217705.1_ASM421770v1,2163413,Metschnikowia aff. pulcherrima,APC 1.2,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia aff. pulcherrima
GCA_008065255.1_ASM806525v1,56417,Metschnikowia agaves,UWOPS 92-210.1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia agaves
GCA_008065195.1_ASM806519v1,2576851,Metschnikowia amazonensis,UFMG-CM-6309,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia amazonensis
GCA_002370875.1_ASM237087v1,150206,Metschnikowia arizonensis,UWOPS 99-103.4,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia arizonensis
GCA_019285895.1_ASM1928589v1,27321,Metschnikowia australis,W7-5,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia australis
GCF_001664035.1_Metbi1,280587,Metschnikowia bicuspidata var. bicuspidata,NRRL YB-4993,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia bicuspidata
GCA_002374385.1_ASM237438v1,73518,Metschnikowia borealis,SUB 99-207.1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia borealis
GCA_002370295.1_ASM237029v1,1699426,Metschnikowia bowlesiae,UWOPS 12-619.1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia bowlesiae
GCA_008065175.1_ASM806517v1,1506549,Metschnikowia caudata,EBD-CdVSA57-2,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia caudata
