ACCESSION,SPECIES,STRAIN,NCBI_TAXID,BIOPROJECT,ASM_LENGTH,N50,ASM_NAME
GCA_014905825.1,Lyophyllum atratum,CBS 144462,117065,4;5;6;8;A;J;N;P;PRJNA556458;R,64896558,1212218,Lyoat1
GCA_025854295.1,Lyophyllum decastes,LRG-d1-1,64660,0;7;8;9;A;J;N;P;PRJNA890007;R,47719223,3924849,ASM2585429v1
GCA_018851285.1,Lyophyllum semitale,D66,71895,1;4;6;7;A;J;N;P;PRJNA417766;R,57326831,15963,ASM1885128v1
GCA_026008595.1,Lyophyllum shimeji,AT787,47721,1;3;7;B;D;J;P;PRJDB13731;R,31834823,1610882,LshimejAT787
GCA_928852645.1,Macalpinomyces mackinlayi,BRIP 52549 a,684617,0;4;5;7;9;B;E;J;P;PRJEB50497;R,20011713,778176,BRIP_52549_a
GCA_011319805.1,Macrocybe gigantea,wHADPI064398-61,1491104,0;2;4;5;A;J;N;P;PRJNA524025;R,41233351,374455,ASM1131980v1
GCA_018093805.1,Macrocybe sp. IBSDJ1,IBSDJ1,2771931,2;5;7;8;A;J;N;P;PRJNA587822;R,39337914,1799,ASM1809380v1
GCA_001179725.1,Macrocystidia cucumis,,182055,0;5;7;8;B;E;J;P;PRJEB8570;R,46746859,6057,Macrocystidia_cucumis-8
GCA_003315915.1,Macrolepiota dolichaula,MG24,190371,2;4;5;7;A;J;N;P;PRJNA454572;R,54782605,14631,ASM331591v1
GCA_015584085.1,Macrolepiota fuliginosa MF-IS2,MF-IS2,1400762,0;1;2;8;A;J;N;P;PRJNA218801;R,46382382,34533,Macfu1
GCA_020875535.1,Macrophomina phaseolina,mp053,35725,3;6;7;8;A;J;N;P;PRJNA687837;R,50545739,4831667,ASM2087553v1
GCA_022204955.1,Macrophomina pseudophaseolina,WAC 2767,1435034,0;2;7;8;A;J;N;P;PRJNA780220;R,46619302,75779,ASM2220495v1
GCA_024180945.1,Macrophomina tecta,BRIP 70781,2811287,0;1;3;8;9;A;J;N;P;PRJNA808193;R,54116591,3346260,ASM2418094v1
GCF_010093625.1,Macroventuria anomochaeta,CBS 525.71,301207,2;3;4;8;9;A;J;N;P;PRJNA234398;R,33336106,220827,Macan1
GCA_029876055.1,Madurella fahalii,CBS 129176,1157608,0;1;3;4;9;A;J;N;P;PRJNA913940;R,39129897,5590309,CBS129176_v1
GCA_022530565.1,Madurella mycetomatis,Mmyc_Sud5,100816,0;5;7;9;A;J;N;P;PRJNA779095;PRJNA784548;R,35695337,9411943,Mmyc_Sud5_pacbio_assembly
GCA_003709005.1,Magnaporthales sp. P1609,P1609,2051560,1;4;5;6;A;J;N;P;PRJNA416656;R,41821157,3411241,ASM370900v1
GCA_001936055.1,Magnaporthe sp. MG03,MG03,1758317,0;2;3;7;9;A;J;N;P;PRJNA302729;R,41129187,10259,ASM193605v1
GCA_001936065.1,Magnaporthe sp. MG05,MG05,1758316,0;2;3;6;9;A;J;N;P;PRJNA302699;R,38623880,12178,ASM193606v1
GCA_001936455.1,Magnaporthe sp. MG07,MG07,1758318,0;2;3;7;A;J;N;P;PRJNA302733;R,43171008,10595,ASM193645v1
GCA_001936555.1,Magnaporthe sp. MG08,MG08,1758543,0;2;3;4;6;7;A;J;N;P;PRJNA302746;R,39560686,12600,ASM193655v1
GCA_001936955.1,Magnaporthe sp. MG12,MG12,1758544,0;2;3;5;7;A;J;N;P;PRJNA302750;R,41157244,13362,ASM193695v1
GCA_003049425.1,Magnaporthiopsis incrustans,M35,36781,3;4;8;9;A;J;N;P;PRJNA438993;R,39305727,139731,ASM304942v1
GCA_000193285.1,Magnaporthiopsis poae ATCC 64411,ATCC 64411,644358,3;7;9;A;J;N;P;PRJNA37933;R,39503331,16565,Mag_poae_ATCC_64411_V1
GCA_003049465.1,Magnaporthiopsis rhizophila,M23,165777,3;4;8;9;A;J;N;P;PRJNA438993;R,39918019,112320,ASM304946v1
GCA_029678045.1,Magnusiomyces capitatus,LA-1,1095183,0;3;5;9;A;J;N;P;PRJNA905355;R,19829165,4524598,ASM2967804v1
GCA_000817185.1,Magnusiomyces clavatus CNRMA 12.647,CNRMA 12.647,1449804,3;4;6;7;B;E;J;P;PRJEB4367;R,17715251,11414,Sc12647
GCA_900497715.1,Magnusiomyces ingens NRRL Y-17630,,1294639,2;4;6;7;B;E;J;P;PRJEB27746;R,18103970,2273860,magIngA
GCA_030570155.1,Magnusiomyces magnusii,NRRL Y-17563,43963,2;3;4;6;7;A;J;N;P;PRJNA736342;R,41295859,6337,ASM3057015v1
GCA_030578655.1,Magnusiomyces starmeri,NRRL Y-17816,48394,2;3;4;6;7;A;J;N;P;PRJNA736342;R,17208556,6073,ASM3057865v1
GCA_030578715.1,Magnusiomyces tetraspermus,NRRL Y-7288,1232584,2;3;4;6;7;A;J;N;P;PRJNA736342;R,25770425,74285,ASM3057871v1
GCA_029542905.1,Malassezia arunalokei,CBS 13387,1514897,2;3;4;5;7;9;A;J;N;P;PRJNA752394;R,7331251,1224706,ASM2954290v1
GCA_029542985.1,Malassezia brasiliensis,CBS 14135,1821822,2;3;6;7;8;A;J;N;P;PRJNA832768;R,8000312,1798441,ASM2954298v1
GCA_029542885.1,Malassezia caprae,CBS 10434,1381934,0;1;3;4;8;A;J;N;P;PRJNA834018;R,7728824,1349452,ASM2954288v1
GCA_029542805.1,Malassezia cuniculi,CBS 11721,948313,1;2;3;8;A;J;N;P;PRJNA832318;R,7453460,1493642,ASM2954280v1
GCA_001600775.1,Malassezia dermatis,JCM 11348,169489,2;3;7;B;D;J;P;PRJDB3556;PRJDB3732;R,7551239,276268,JCM_11348_assembly_v001
GCA_029542865.1,Malassezia equina,CBS 12830,1381935,5;7;8;A;J;N;P;PRJNA885787;R,7775479,1363896,ASM2954286v1
GCA_009938135.1,Malassezia furfur,CBS14141,55194,0;3;5;8;9;A;J;N;P;PRJNA590853;R,8268083,1862503,ASM993813v1
GCF_000181695.1,Malassezia globosa CBS 7966,CBS 7966,425265,1;7;8;9;A;J;N;P;PRJNA18719;R,8958118,654612,ASM18169v1
GCF_029542785.1,Malassezia japonica,CBS 9431,223818,1;2;3;7;8;A;J;N;P;PRJNA832271;R,8433779,1024655,ASM2954278v1
GCA_029542845.1,Malassezia nana,CBS 9557,180528,2;3;4;6;8;A;J;N;P;PRJNA832426;R,7702145,1328904,ASM2954284v1
GCA_029542945.1,Malassezia obtusa,CBS 7876,76774,1;3;6;7;8;A;J;N;P;PRJNA831671;R,8169464,1643954,ASM2954294v1
GCF_001278385.1,Malassezia pachydermatis,CBS 1879,77020,2;7;8;A;J;N;P;PRJNA288787;R,8150648,642545,MalaPachy
GCA_029542765.1,Malassezia psittaci,CBS 14136,1821823,2;3;6;7;8;9;A;J;N;P;PRJNA832769;R,8186253,1454392,ASM2954276v1
GCF_003290485.1,Malassezia restricta,KCTC 27527,76775,3;4;5;7;A;J;N;P;PRJNA477735;R,7330907,1222814,ASM329048v1
GCA_010577765.1,Malassezia slooffiae,CBS 7956,76776,0;1;2;4;5;9;A;J;N;P;PRJNA509412;R,8932160,1188172,ASM1057776v1
GCA_004026415.1,Malassezia sp.,S2_018_000R1,2011732,1;4;7;A;J;N;P;PRJNA471744;R,6457454,4912,ASM402641v1
GCA_029542825.1,Malassezia sp. CBS 17886,CBS 17886,3031751,0;3;4;9;A;J;N;P;PRJNA940493;R,9312381,1153835,ASM2954282v1
GCF_000349305.1,Malassezia sympodialis ATCC 42132,ATCC 42132,1230383,1;4;7;B;E;J;P;PRJEB417;R,7669689,377774,ASM34930v2
GCF_029542925.1,Malassezia vespertilionis,CBS 15041,2020962,0;3;7;8;A;J;N;P;PRJNA833070;R,7595203,844328,ASM2954292v1
GCA_029542965.1,Malassezia yamatoensis,CBS 9725,253288,1;3;4;5;8;A;J;N;P;PRJNA831451;R,8264016,1449273,ASM2954296v1
GCA_963379325.1,Malasseziomycetes sp.,,2065442,1;2;4;7;8;B;E;J;P;PRJEB47281;R,8610536,264602,SMGC_7558_bin.1_MetaWRAP_v1.2.1_MAG
GCA_900128795.2,Malbranchea cinnamomea,,5041,1;2;3;6;8;B;E;J;P;PRJEB16328;R,25052579,29963,FCH_10_5
GCA_014904975.1,Marasmius fiardii PR-910,PR-910,1328756,0;2;6;8;A;J;N;P;PRJNA200608;R,59447912,74092,Marfi1
GCF_018924745.1,Marasmius oreades,03SP1,181124,2;4;5;6;9;A;J;N;P;PRJNA525964;R,44306131,3433030,UU_Maror_2
GCA_024721195.1,Marasmius sp. AFHP31,AFHP31,3065222,0;2;6;8;9;A;J;N;P;PRJNA860982;R,84698778,33868,ASM2472119v1
GCA_029532415.1,Marasmius tenuissimus,GH-37,585030,0;2;4;7;9;A;J;N;P;PRJNA927040;R,71059515,2478824,USDA_Mten_1.0
GCA_007644065.1,Margaritispora aquatica,NNIBRFG339,359797,3;4;5;6;A;J;N;P;PRJNA553645;R,42517347,1275688,ASM764406v1
GCA_930272665.1,Mariannaea elegans,NBRC102301,509241,0;5;7;9;B;E;J;P;PRJEB50709;R,52632238,220554,Mariannaea elegans NBRC102301 genome
GCA_024336345.1,Mariannaea sp. PMI_226,PMI_226,1896173,0;1;3;4;8;A;J;N;P;PRJNA340810;R,42252145,2938680,MarPMI226
GCA_002204255.1,Marssonina coronariae,NL1,503106,3;5;6;7;8;A;J;N;P;PRJNA376855;R,50267101,80584,ASM220425v1
GCA_025201845.1,Martensiomyces pterosporus,CBS 209.56,61414,1;2;5;7;8;A;J;N;P;PRJNA251778;R,19815802,46340,Marpt1
GCA_030564585.1,Martiniozyma abietophila,NRRL Y-11514,324742,2;3;4;6;7;A;J;N;P;PRJNA736342;R,12779880,12594,ASM3056458v1
GCA_030572475.1,Martiniozyma asiatica,NRRL Y-63747,148097,2;3;4;6;7;A;J;N;P;PRJNA736342;R,10106193,139069,ASM3057247v1
GCA_010093635.1,Massarina eburnea CBS 473.64,CBS 473.64,1395130,1;2;5;7;9;A;J;N;P;PRJNA217519;R,38236937,113619,Maseb1
GCA_011032825.1,Massariosphaeria phaeospora,CBS 611.86,100035,3;6;9;A;J;N;P;PRJNA333966;R,42105601,1343746,Masph1
GCA_022478985.1,Massospora cicadina,MCPNR19,348617,4;5;7;9;A;J;N;P;PRJNA795459;R,1488883982,139493,UCR_MCPNR19_1.0
GCA_003313965.1,Megacollybia marginata,MG68,527531,2;4;5;7;A;J;N;P;PRJNA454572;R,99329841,14746,ASM331396v1
GCA_900068915.1,Megacollybia platyphylla,,182000,0;5;7;8;B;E;J;P;PRJEB8570;R,89984844,130,Megacollybia_platyphylla-8
GCF_003144205.1,Meira miltonrushii,MCA 3882,1280837,2;3;4;6;7;8;A;J;N;P;PRJNA247836;R,17383515,624146,Meimi1
GCA_001600355.1,Meira nashicola,JCM 18503,286112,1;3;7;B;D;J;P;PRJDB3556;PRJDB3711;R,18015688,1214980,JCM_18503_assembly_v001
GCA_002157025.1,Melampsora abietis-canadensis,MEA09CAP01,526922,0;1;3;5;6;8;A;J;N;P;PRJNA365810;R,74050440,5211,ASM215702v1
GCA_002157015.1,Melampsora aecidioides,Ma07VIC01,526923,3;6;9;A;J;N;P;PRJNA366963;R,62222430,1737,ASM215701v1
GCA_002157005.1,Melampsora allii-populina,Mlp06GRE05,242475,3;6;8;A;J;N;P;PRJNA366888;R,44530309,2555,ASM215700v1
GCA_022264835.1,Melampsora americana,R15-033-03,2182807,0;3;4;6;8;A;J;N;P;PRJNA460338;R,112349310,1070030,Melame1
GCF_000204055.1,Melampsora larici-populina 98AG31,98AG31,747676,1;4;6;7;A;J;N;P;PRJNA46711;R,101129028,112314,v1.0
GCA_002157035.1,Melampsora medusae f. sp. deltoidis,Mmd05TRE539,258770,0;3;6;8;A;J;N;P;PRJNA366080;R,82241443,3763,ASM215703v1
GCA_002157085.1,Melampsora occidentalis,Mo05Ca05,82102,2;3;5;6;7;9;A;J;N;P;PRJNA365972;R,97689000,4539,ASM215708v1
GCA_019775565.1,Melanodothis sp. VS III C KN 2,VS III C KN 2,2756246,3;4;6;7;A;J;N;P;PRJNA644637;R,30418508,502865,ASM1977556v1
GCA_019775635.1,Melanodothis sp. VS III D KN 1,VS III D KN 1,2756247,3;4;6;7;A;J;N;P;PRJNA644637;R,32754029,1086723,ASM1977563v1
GCA_014904935.1,Melanogaster broomeanus,MBLB.BST,2655010,0;2;3;4;8;A;J;N;P;PRJNA234408;R,49614189,93556,Melbro1
GCA_010093585.1,Melanomma pulvis-pyrius CBS 109.77,CBS 109.77,1314802,0;1;6;7;8;9;A;J;N;P;PRJNA196087;R,42094923,63506,Melpu1
GCA_900208305.1,Melanopsichium pennsylvanicum,Mp4,63383,0;2;3;6;B;E;J;P;PRJEB22306;R,21119910,892127,version_1
GCA_023677585.1,Meredithiella fracta,CBS 142645,2320247,0;1;2;7;A;J;N;P;PRJNA727071;R,27045695,3970047,FABI_Cmer_v1
GCA_030574095.1,Metahyphopichia silvanorum,NRRL Y-7782,52252,2;3;4;6;7;A;J;N;P;PRJNA736342;R,11457544,464137,ASM3057409v1
GCF_000187405.1,Metarhizium acridum CQMa 102,CQMa 102,655827,1;3;5;7;8;A;J;N;P;PRJNA38715;R,39422329,54747,MetAcr_May2010
GCF_000804445.1,Metarhizium album ARSEF 1941,ARSEF 1941,1081103,1;2;3;7;A;J;N;P;PRJNA72731;R,30449065,238756,MAM 1.0 for version 1 of the Metarhizium album genome
GCA_013305495.1,Metarhizium anisopliae,JEF-290,5530,0;3;5;6;A;J;N;P;PRJNA530366;R,42848098,6254943,ASM1330549v1
GCF_000814965.1,Metarhizium brunneum ARSEF 3297,ARSEF 3297,1276141,1;4;5;6;7;8;A;J;N;P;PRJNA184756;R,37066166,943571,MBR_1.0
GCA_000814955.1,Metarhizium guizhouense ARSEF 977,ARSEF 977,1276136,1;4;5;7;8;A;J;N;P;PRJNA184755;R,43465197,317737,MGU_1.0
GCA_020102295.1,Metarhizium humberi,ESALQ1638,2596975,3;6;8;9;A;J;N;P;PRJNA639668;R,38586956,1136189,ASM2010229v1
GCA_031753515.1,Metarhizium rileyi,MrS1GZL-1,1649241,2;4;5;6;9;A;J;N;P;PRJNA994256;R,34733124,4521694,JAAS_Mr_1.1
GCF_000187425.2,Metarhizium robertsii ARSEF 23,ARSEF 23,655844,1;3;7;8;A;J;N;P;PRJNA38717;R,41656800,270873,MAA 2.0
GCA_003600395.1,Metchnikovella incurvata,LNA5,2248764,0;4;6;7;A;J;N;P;PRJNA477760;R,5835091,12545,ASM360039v1
GCA_002370615.1,Metschnikowia aberdeeniae,SUB 05-213.1,353897,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,10681262,895266,ASM237061v1
GCA_004217705.1,Metschnikowia aff. pulcherrima,APC 1.2,2163413,0;1;5;8;A;J;N;P;PRJNA508581;R,15801215,2688662,ASM421770v1
GCA_030561985.1,Metschnikowia agaves,NRRL Y-17915,56417,2;3;4;6;7;A;J;N;P;PRJNA736342;R,11066449,832429,ASM3056198v1
GCA_008065195.1,Metschnikowia amazonensis,UFMG-CM-6309,2576851,1;2;4;8;9;A;J;N;P;PRJNA411829;R,19438860,25114,ASM806519v1
GCA_030568715.1,Metschnikowia andauensis,CBS 10809T,325373,2;3;4;6;7;A;J;N;P;PRJNA736342;R,17931977,2007,ASM3056871v1
GCA_030573055.1,Metschnikowia anglica,CBS 15342,2201240,2;3;4;6;7;A;J;N;P;PRJNA736342;R,13582273,411268,ASM3057305v1
GCA_002370875.1,Metschnikowia arizonensis,UWOPS 99-103.4,150206,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,16309211,80671,ASM237087v1
GCA_019285895.1,Metschnikowia australis,W7-5,27321,1;2;5;7;9;A;J;N;P;PRJNA719252;R,14457311,766967,ASM1928589v1
GCA_030565705.1,Metschnikowia baotianmanensis,CBS 15869,2860400,2;3;4;6;7;A;J;N;P;PRJNA736342;R,19862458,40612,ASM3056570v1
GCF_001664035.1,Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993,NRRL YB-4993,869754,0;2;4;6;7;8;A;J;N;P;PRJNA207846;R,16055203,62344,Metbi1
GCA_002374385.1,Metschnikowia borealis,SUB 99-207.1,73518,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,20997248,54613,ASM237438v1
GCA_002370295.1,Metschnikowia bowlesiae,UWOPS 12-619.1,1699426,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,17561373,116213,ASM237029v1
GCA_008065175.1,Metschnikowia caudata,EBD-CdVSA57-2,1506549,1;2;4;8;9;A;J;N;P;PRJNA411829;R,10938851,1016822,ASM806517v1
GCA_002370635.1,Metschnikowia cerradonensis,UFMG 03-T67.1,390697,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,21022601,60305,ASM237063v1
GCA_030582795.1,Metschnikowia chrysomelidarum,NRRL Y-27749,271316,2;3;4;6;7;A;J;N;P;PRJNA736342;R,16371206,99237,ASM3058279v1
GCA_030674525.1,Metschnikowia chrysoperlae,NRRL Y-27615,261276,2;3;4;6;7;A;J;N;P;PRJNA736342;R,17268004,5748,ASM3067452v1
GCA_009746055.1,Metschnikowia citriensis (nom. inval.),FL01,2259054,2;3;4;5;9;A;J;N;P;PRJNA549352;R,25739826,2551992,ASM974605v1
GCA_002370175.1,Metschnikowia colocasiae,UWOPS 03-202.1,473035,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,15121047,164955,ASM237017v1
GCA_002370835.1,Metschnikowia continentalis,UWOPS 95-402.1,73517,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,22451194,59902,ASM237083v1
GCA_030581935.1,Metschnikowia corniflorae,NRRL Y-27750,280591,2;3;4;6;7;A;J;N;P;PRJNA736342;R,28064570,23037,ASM3058193v1
GCA_002374405.1,Metschnikowia cubensis,MUCL 45753,1323754,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,20898236,96584,ASM237440v1
GCA_009756545.1,Metschnikowia dekortorum,UWOPS 01-522a5,174643,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,16375330,158632,ASM975654v1
GCA_002370475.1,Metschnikowia drakensbergensis,EBD-CdVSA10-2A,1506548,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,11962530,426910,ASM237047v1
GCA_002893705.1,Metschnikowia drosophilae,UWOPS83-1143.1,135833,1;2;4;8;9;A;J;N;P;PRJNA411829;R,10531272,538275,ASM289370v1
GCA_000317355.2,Metschnikowia fructicola 277,277,1200864,0;1;2;3;7;9;A;J;N;P;PRJNA179032;R,26126100,957836,ASM31735v2
GCA_030561745.1,Metschnikowia gelsemii,NRRL Y-48212,407270,2;3;4;6;7;A;J;N;P;PRJNA736342;R,18115406,105248,ASM3056174v1
GCA_030563445.1,Metschnikowia gruessii,NRRL Y-17809T,45517,2;3;4;6;7;A;J;N;P;PRJNA736342;R,22234872,9198,ASM3056344v1
GCA_002370815.1,Metschnikowia hamakuensis,UWOPS 04-199.1,301365,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,19043437,65176,ASM237081v1
GCA_002893645.1,Metschnikowia hawaiiana,UWOPS91-698.3,197672,1;2;4;8;9;A;J;N;P;PRJNA411829;R,11848502,706105,ASM289364v1
GCA_002370325.1,Metschnikowia hawaiiensis,UWOPS 87-2203.2,27323,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,18609414,81703,ASM237032v1
GCA_030674755.1,Metschnikowia henanensis,CBS 12677,2201244,2;3;4;6;7;A;J;N;P;PRJNA736342;R,20688651,18510,ASM3067475v1
GCA_002374725.1,Metschnikowia hibisci,UWOPS 95-797.2,73520,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,11491640,752200,ASM237472v1
GCA_002374535.1,Metschnikowia kamakouana,UWOPS 04-112.5,301367,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,15884892,362682,ASM237453v1
GCA_002370135.1,Metschnikowia kipukae,UWOPS 00-669.2,197673,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,11250196,857426,ASM237013v1
GCA_030564885.1,Metschnikowia kofuensis (nom. inval.),NRRL Y-27226,329642,2;3;4;6;7;A;J;N;P;PRJNA736342;R,18128511,32078,ASM3056488v1
GCA_030569435.1,Metschnikowia koreensis,CBS 8854,164924,2;3;4;6;7;A;J;N;P;PRJNA736342;R,14348919,88425,ASM3056943v1
GCA_030561945.1,Metschnikowia krissii,NRRL Y-5389,27324,2;3;4;6;7;A;J;N;P;PRJNA736342;R,13288520,155212,ASM3056194v1
GCA_030583255.1,Metschnikowia kunwiensis,NRRL Y-48698,279289,2;3;4;6;7;A;J;N;P;PRJNA736342;R,14222198,270859,ASM3058325v1
GCA_030572615.1,Metschnikowia lachancei,NRRL Y-27242,189452,2;3;4;6;7;A;J;N;P;PRJNA736342;R,23926579,25927,ASM3057261v1
GCA_030563125.1,Metschnikowia laotica,CBS 12961,2201245,2;3;4;6;7;A;J;N;P;PRJNA736342;R,10522931,14658,ASM3056312v1
GCA_030573075.1,Metschnikowia leonuri,CBS 15341,2201246,2;3;4;6;7;A;J;N;P;PRJNA736342;R,22572541,5432,ASM3057307v1
GCA_002370915.1,Metschnikowia lochheadii,UWOPS 99-661.1,135832,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,20085396,63503,ASM237091v1
GCA_030563105.1,Metschnikowia lopburiensis,CBS 12574,1217584,2;3;4;6;7;A;J;N;P;PRJNA736342;R,10450139,621921,ASM3056310v1
GCA_030583235.1,Metschnikowia lunata,NRRL Y-7131,27325,2;3;4;6;7;A;J;N;P;PRJNA736342;R,16680955,121923,ASM3058323v1
GCA_002370695.1,Metschnikowia matae var. maris,UFMG-CM-Y397T,1697387,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,21569315,106081,ASM237069v1
GCA_002374555.1,Metschnikowia mauinuiana,UWOPS 04-190.1,301368,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,17492736,155776,ASM237455v1
GCA_030578735.1,Metschnikowia noctiluminum,NRRL Y-27753,280590,2;3;4;6;7;A;J;N;P;PRJNA736342;R,16713077,41560,ASM3057873v1
GCA_002893665.1,Metschnikowia orientalis,UWOPS99-745.6,150224,1;2;4;8;9;A;J;N;P;PRJNA411829;R,12650108,407211,ASM289366v1
GCA_030573015.1,Metschnikowia peoriensis,CBS 15345,2201247,2;3;4;6;7;A;J;N;P;PRJNA736342;R,17708309,34628,ASM3057301v1
GCA_014905795.1,Metschnikowia persimmonesis,KIOM G15050,2053757,0;2;3;6;7;A;J;N;P;PRJNA623702;R,16473584,1981760,ASM1490579v1
GCA_030556465.1,Metschnikowia picachoensis,NRRL Y-27607,261270,2;3;4;6;7;A;J;N;P;PRJNA736342;R,21509105,25152,ASM3055646v1
GCA_030556455.1,Metschnikowia pimensis,NRRL Y-27619,261282,2;3;4;6;7;A;J;N;P;PRJNA736342;R,18520117,34301,ASM3055645v1
GCA_002370515.1,Metschnikowia proteae,EBD-T1Y1T,1150643,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,12519824,414643,ASM237051v1
GCA_009932455.1,Metschnikowia pulcherrima,Bath1,27326,2;3;5;8;9;A;J;N;P;PRJNA389552;R,21765767,23994,ASM993245v1
GCA_003401635.1,Metschnikowia reukaufii,MR1,27327,3;4;5;6;A;J;N;P;PRJNA336445;R,15522805,3323814,MR1_a14_ref
GCA_030557065.1,Metschnikowia rubicola,CBS 15344,2201248,2;3;4;6;7;A;J;N;P;PRJNA736342;R,18384429,17437,ASM3055706v1
GCA_030569455.1,Metschnikowia saccharicola,CBS 12575T,1217583,2;3;4;6;7;A;J;N;P;PRJNA736342;R,12154026,209941,ASM3056945v1
GCA_002374485.1,Metschnikowia santaceciliae,UWOPS 01-517a1,197674,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,20853671,64998,ASM237448v1
GCA_030578695.1,Metschnikowia shanxiensis,NRRL Y-48710,1323755,2;3;4;6;7;A;J;N;P;PRJNA736342;R,17950602,20107,ASM3057869v1
GCA_002374645.1,Metschnikowia shivogae,UWOPS 04-310.1,353899,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,10820774,524148,ASM237464v1
GCA_002370765.1,Metschnikowia similis,UWOPS 03-133.4,473037,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,17467279,92018,ASM237076v1
GCA_030583125.1,Metschnikowia sinensis,NRRL Y-48711,1203637,2;3;4;6;7;A;J;N;P;PRJNA736342;R,15503712,50264,ASM3058312v1
GCA_002370645.1,Metschnikowia sp. 00-154.1,UWOPS 00-154.1,1807683,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,21049525,43076,ASM237064v1
GCA_002370185.1,Metschnikowia sp. 01-655c1,UWOPS 01-655c1,1807684,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,20972907,103547,ASM237018v1
GCA_002370795.1,Metschnikowia sp. 03-147.1,UWOPS 03-147.1,1807685,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,15024813,148013,ASM237079v1
GCA_002374635.1,Metschnikowia sp. 04-218.3,UWOPS 04-218.3,1807686,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,18216584,183048,ASM237463v1
GCA_002370245.1,Metschnikowia sp. 04-226.1,UWOPS 04-226.1,1807687,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,16107639,286692,ASM237024v1
GCA_002374735.1,Metschnikowia sp. 13-106.1,UWOPS 13-106.1,1807688,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,20855178,70966,ASM237473v1
GCA_002894445.1,Metschnikowia sp. AWRI3582,AWRI3582,1769792,0;3;5;6;9;A;J;N;P;PRJNA305659;R,13869994,123901,ASM289444v1
GCA_005406065.1,Metschnikowia sp. JCM 33374,JCM 33374,2562755,1;6;7;8;B;D;J;P;PRJDB7861;R,20114833,208628,Metsp_1.0
GCA_002370575.1,Metschnikowia sp. M2Y3,EBD-CdV M2Y3,1807689,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,11550567,1060904,ASM237057v1
GCA_021272955.1,Metschnikowia sp. MTCC 13085,MTCC 13085,2903188,4;7;8;A;J;N;P;PRJNA787747;R,10936483,71385,ASM2127295v1
GCA_009756535.1,Metschnikowia sp. UFMG-CM-y6306,UFMG-CM-y6306,2654413,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,16737415,128760,ASM975653v1
GCA_009756565.1,Metschnikowia sp. UWOPS 03-167b3,UWOPS 03-167b3,2654412,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,17037248,90117,ASM975656v1
GCA_009756645.1,Metschnikowia sp. UWOPS 12.619.2,UWOPS 12.619.2,2654411,1;2;3;4;5;7;A;J;N;P;PRJNA312754;R,16651307,155493,ASM975664v1
GCA_030444905.1,Metschnikowia sp. yHKB443,yHKB443,2923287,2;3;4;6;7;A;J;N;P;PRJNA736342;R,11397568,351709,ASM3044490v1
GCA_030444895.1,Metschnikowia sp. yHMJ9,yHMJ9,2897819,2;3;4;6;7;A;J;N;P;PRJNA736342;R,11908917,247225,ASM3044489v1
GCA_030578455.1,Metschnikowia sp. yHQL527,yHQL527,2897820,2;3;4;6;7;A;J;N;P;PRJNA736342;R,11974810,541371,ASM3057845v1
GCA_002893725.1,Metschnikowia torresii,CBS 5152,45599,1;2;4;8;9;A;J;N;P;PRJNA411829;R,10934453,902793,ASM289372v1
GCA_030583145.1,Metschnikowia vanudenii,NRRL Y-17036,299329,2;3;4;6;7;A;J;N;P;PRJNA736342;R,20514424,66239,ASM3058314v1
GCA_030556725.1,Metschnikowia viticola,NRRL Y-48693 T,280790,2;3;4;6;7;A;J;N;P;PRJNA736342;R,16028048,8016,ASM3055672v1
